rank,name,school,division,flight,wins,losses,TGRS,TGRS_scaled,ts_rating,ts_mu,local_ts_mu,ts_sigma,reachability,local_reachability,sos,local_sos,quality_wins,won_after_set1_loss,vs_weaker_opp,vs_mid_opp,vs_top_opp,last_match_date,reason_below
11,Henry DeMuth,Bloomfield Hills Cranbrook Kingswood,overall,4,12,3,532.33,87.1,16.83,35.72,35.72,6.3,212,212,33.17,33.17,5,2/3 (67%),4-0 (100%),2-0 (100%),4-3 (57%),2026-09-22,Worse score margin vs common opponents
12,Joseph Whitmore,Holland Christian,overall,4,13,3,541.08,88.4,18.1,39.11,39.11,7.0,212,212,31.95,31.95,7,1/3 (33%),4-0 (100%),3-0 (100%),5-3 (62%),2026-09-21,Worse score margin vs common opponents
13,Duke Rhoades,Chelsea,overall,4,16,2,546.02,89.1,19.26,39.08,39.08,6.6,211,211,31.24,31.24,8,3/5 (60%),3-0 (100%),4-0 (100%),7-2 (78%),2026-09-12,Lost head-to-head vs player above
14,Aaron Gendelman,Bloomfield Hills,overall,4,5,5,530.65,86.9,17.63,34.32,34.32,5.56,210,210,35.87,35.87,3,0/4 (0%),1-0 (100%),1-1 (50%),2-4 (33%),2026-09-15,Lost head-to-head vs player above
15,Jayden Qi,Grand Rapids Forest Hills Northern,overall,4,9,1,561.71,91.3,24.43,41.9,41.9,5.83,206,206,33.96,33.96,7,0/1 (0%),1-0 (100%),,7-1 (88%),2026-09-22,Lost head-to-head vs player above
16,Shane Goldman,Birmingham Groves,overall,4,6,3,525.69,86.2,20.43,36.29,36.29,5.28,204,204,27.89,27.89,1,0/2 (0%),3-0 (100%),1-0 (100%),1-2 (33%),2026-09-14,Lost head-to-head vs player above
17,William Kok,Grand Rapids Christian,overall,4,12,6,545.56,89.0,23.41,39.02,39.02,5.2,203,203,29.9,29.9,5,1/6 (17%),4-1 (80%),3-0 (100%),3-5 (38%),2026-09-16,Lost head-to-head vs player above
18,Joey Cavanaugh,Ada Forest Hills Eastern,overall,4,20,5,512.23,84.3,17.8,37.02,37.02,6.41,199,199,29.34,29.34,7,2/6 (33%),11-0 (100%),3-0 (100%),5-5 (50%),2026-09-21,Lost head-to-head vs player above
19,Jonathan Price,Haslett,overall,4,13,4,538.54,88.0,24.11,43.89,43.89,6.59,198,198,28.82,28.82,5,1/4 (25%),4-0 (100%),3-0 (100%),4-4 (50%),2026-09-18,Lost head-to-head vs player above
20,Athan Brozovich,Clarkston,overall,4,9,2,512.69,84.4,21.41,37.92,37.92,5.5,190,190,33.13,33.13,6,0/2 (0%),1-0 (100%),3-0 (100%),3-2 (60%),2026-09-22,Lower TrueSkill rating
21,Caden Crosby,South Lyon East,overall,4,10,0,467.13,78.0,18.76,41.19,41.19,7.48,178,178,22.45,22.45,4,,6-0 (100%),2-0 (100%),1-0 (100%),2026-09-21,Worse score margin vs common opponents
22,Levi Lamb,Maple City Glen Lake,overall,4,19,4,506.74,83.5,18.39,37.69,37.69,6.43,191,191,32.4,32.4,11,1/5 (20%),6-0 (100%),4-0 (100%),7-4 (64%),2026-09-18,Lower TrueSkill rating
23,Miles O'Brien,Muskegon Mona Shores,overall,4,12,1,465.34,77.7,17.83,36.01,36.01,6.06,180,180,23.22,23.22,3,0/1 (0%),6-0 (100%),2-0 (100%),2-1 (67%),2026-09-21,Worse score margin vs common opponents
24,Jack Wilgenburg,Grand Haven,overall,4,12,5,491.18,81.4,22.27,40.26,40.26,6.0,179,179,28.52,28.52,5,1/6 (17%),6-0 (100%),2-0 (100%),3-4 (43%),2026-09-21,Lost head-to-head vs player above
25,Isaac Lee,Ann Arbor Skyline,overall,4,2,3,462.86,77.4,17.89,33.58,33.58,5.23,177,177,32.77,32.77,2,1/4 (25%),,1-1 (50%),1-2 (33%),2026-09-16,Lower TrueSkill rating
26,Rocco Lachapelle,Detroit Catholic Central,overall,4,10,4,427.22,72.4,10.71,28.52,28.52,5.94,176,176,31.15,31.15,4,1/4 (25%),2-0 (100%),4-0 (100%),1-4 (20%),2026-09-22,Lost head-to-head vs player above
27,Ryan Michaels,Brighton,overall,4,8,5,434.05,73.3,12.58,29.32,29.32,5.58,175,175,30.2,30.2,4,0/5 (0%),2-0 (100%),3-1 (75%),2-4 (33%),2026-09-22,Lost head-to-head vs player above
28,Chris Darrow,Northville,overall,4,8,6,421.61,71.6,10.34,26.3,26.3,5.32,173,173,32.71,32.71,5,1/7 (14%),1-0 (100%),2-2 (50%),4-3 (57%),2026-09-15,Lost head-to-head vs player above
29,Noah Clark,Rockford,overall,4,12,6,451.18,75.7,18.7,37.39,37.39,6.23,170,170,29.22,29.22,2,0/6 (0%),5-0 (100%),1-2 (33%),2-3 (40%),2026-09-21,Lost head-to-head vs player above
30,Critter Ignacio,Saline,overall,4,9,6,433.06,73.2,15.89,32.06,32.06,5.39,167,167,30.11,30.11,3,0/5 (0%),3-0 (100%),1-0 (100%),2-4 (33%),2026-09-18,Lost head-to-head vs player above
31,Mason Howse,Traverse City Central,overall,4,16,7,447.28,75.2,18.28,37.87,37.87,6.53,165,165,27.62,27.62,8,0/7 (0%),6-1 (86%),7-0 (100%),1-5 (17%),2026-09-21,Worse score margin vs common opponents
32,Grayden Lubbers,Hamilton,overall,4,14,3,408.08,69.7,21.27,39.78,39.78,6.17,141,141,27.34,27.34,4,1/4 (25%),4-0 (100%),3-0 (100%),1-3 (25%),2026-09-21,Worse score margin vs common opponents
33,Anik Batra,Rochester Hills Stoney Creek,overall,4,12,1,422.33,71.7,15.72,34.1,34.1,6.13,165,165,24.31,24.31,1,3/4 (75%),4-0 (100%),3-0 (100%),1-1 (50%),2026-09-18,Lower TrueSkill rating
34,Jack Gryzenia,Grosse Pointe South,overall,4,6,4,415.15,70.7,15.6,35.93,35.93,6.78,161,161,27.16,27.16,1,1/5 (20%),2-0 (100%),2-0 (100%),1-2 (33%),2026-09-21,Worse score margin vs common opponents
35,Elliot Zahn,Midland Dow,overall,4,17,2,409.71,69.9,14.08,34.62,34.62,6.85,160,160,23.45,23.45,5,0/1 (0%),8-0 (100%),2-0 (100%),3-2 (60%),2026-09-21,Lost head-to-head vs player above
36,Christos Kinney,Hartland,overall,4,13,0,356.85,62.5,23.52,45.84,45.84,7.44,109,109,24.3,24.3,6,1/1 (100%),4-0 (100%),5-0 (100%),2-0 (100%),2026-09-15,Worse score margin vs common opponents
37,Cass Mikoy,Rochester Adams,overall,4,5,5,375.9,65.2,9.57,27.78,27.78,6.07,154,154,36.99,36.99,1,1/6 (17%),1-0 (100%),1-0 (100%),0-5 (0%),2026-09-22,Lower TrueSkill rating
38,Fernando Romine,Grosse Pointe Woods University Liggett,overall,4,14,7,399.9,68.5,13.35,30.12,30.12,5.59,159,159,27.11,27.11,1,0/6 (0%),6-0 (100%),3-0 (100%),0-5 (0%),2026-09-21,Worse score margin vs common opponents
39,Ethan Ying,Ann Arbor Greenhills,overall,4,7,8,369.14,64.2,7.42,23.54,23.54,5.37,158,158,28.95,28.95,1,0/8 (0%),4-0 (100%),2-2 (50%),0-5 (0%),2026-09-15,Lost head-to-head vs player above
40,Matthew Dinsmore,Portage Central,overall,4,11,9,381.44,66.0,12.92,29.8,29.8,5.62,152,152,25.53,25.53,0,0/8 (0%),8-1 (89%),1-2 (33%),0-4 (0%),2026-09-16,Lost head-to-head vs player above
41,Jake Schragg,Battle Creek Harper Creek,overall,4,9,0,356.01,62.4,15.06,38.04,38.04,7.66,135,135,18.25,18.25,1,1/1 (100%),6-0 (100%),,1-0 (100%),2026-09-21,Worse score margin vs common opponents
42,Smaran Ravikoti,Rochester,overall,4,2,3,342.46,60.5,5.9,24.22,24.22,6.11,147,147,34.84,34.84,1,1/4 (25%),,1-0 (100%),0-3 (0%),2026-09-18,Lower TrueSkill rating
43,Jordan Serlin,Berkley,overall,4,11,3,365.94,63.8,12.01,28.35,28.35,5.45,146,146,27.66,27.66,0,0/2 (0%),5-1 (83%),2-0 (100%),0-2 (0%),2026-09-22,Lost head-to-head vs player above
44,JD Mehney,East Grand Rapids,overall,4,6,9,322.38,57.7,5.06,23.38,23.38,6.11,139,139,35.07,35.07,1,1/8 (12%),2-0 (100%),1-1 (50%),1-8 (11%),2026-09-16,Lower TrueSkill rating
45,Cooper Barkby,Sturgis,overall,4,10,4,394.76,67.8,20.82,39.03,39.03,6.07,137,137,27.17,27.17,2,2/5 (40%),4-1 (80%),3-0 (100%),0-2 (0%),2026-09-16,Lost head-to-head vs player above
46,James Teitsma,Grand Rapids South Christian,overall,4,11,4,310.67,56.0,10.3,28.98,28.98,6.22,120,120,29.16,29.16,3,0/4 (0%),3-0 (100%),3-0 (100%),0-4 (0%),2026-09-16,Lost head-to-head vs player above
47,Oliver Reese,Zeeland East,overall,4,14,5,389.35,67.1,19.49,36.54,36.54,5.68,134,134,29.65,29.65,6,0/3 (0%),5-0 (100%),3-0 (100%),4-5 (44%),2026-09-17,Worse score margin vs common opponents
48,Nate Robertson,Battle Creek Lakeview,overall,4,9,8,303.41,55.0,4.71,22.19,22.19,5.83,132,132,25.6,25.6,2,2/8 (25%),5-2 (71%),3-2 (60%),0-4 (0%),2026-09-15,Worse score margin vs common opponents
49,Ben Kirschenbaum,St. Joseph,overall,4,12,10,294.28,53.7,7.29,24.03,24.03,5.58,122,122,27.6,27.6,0,0/7 (0%),7-2 (78%),2-1 (67%),0-7 (0%),2026-09-18,Lost head-to-head vs player above
50,Aaron Anglin,Grand Rapids Forest Hills Central,overall,4,5,12,319.4,57.3,4.0,22.46,22.46,6.15,141,141,31.7,31.7,1,1/13 (8%),1-0 (100%),2-3 (40%),0-7 (0%),2026-09-21,Worse score margin vs common opponents
51,Finn Bauer,Traverse City West,overall,4,16,9,317.63,57.0,10.8,29.38,29.38,6.19,124,124,28.12,28.12,1,2/9 (22%),8-1 (89%),3-2 (60%),0-6 (0%),2026-09-19,Lost head-to-head vs player above
52,Kevin Zhou,Portage Northern,overall,4,7,5,296.44,54.0,8.58,23.97,23.97,5.13,120,120,23.94,23.94,1,0/3 (0%),4-1 (80%),0-3 (0%),1-1 (50%),2026-09-22,Lost head-to-head vs player above
53,Graham Eden,Middleville Thornapple Kellogg,overall,4,12,3,334.19,59.3,16.16,36.86,36.86,6.9,118,118,25.66,25.66,3,0/3 (0%),5-0 (100%),1-1 (50%),3-2 (60%),2026-09-22,Lost head-to-head vs player above
54,Luke Manion,Grand Rapids NorthPointe Christian,overall,4,15,6,326.18,58.2,14.53,33.62,33.62,6.36,118,118,28.91,28.91,2,1/7 (14%),7-0 (100%),2-0 (100%),1-6 (14%),2026-09-21,Lower TrueSkill rating
55,Carson Bosch,Sparta,overall,4,13,5,324.47,58.0,15.03,33.11,33.11,6.03,117,117,24.49,24.49,2,1/6 (17%),9-0 (100%),2-0 (100%),0-5 (0%),2026-09-18,Lost head-to-head vs player above
56,Ashton Smith,Byron Center,overall,4,13,4,318.96,57.2,13.06,31.44,31.44,6.13,117,117,27.2,27.2,4,1/4 (25%),6-0 (100%),2-0 (100%),2-4 (33%),2026-09-22,Lower TrueSkill rating
57,Hekar Bingol,Hudsonville,overall,4,7,9,266.27,49.8,2.91,20.45,20.45,5.85,114,114,32.34,32.34,5,2/7 (29%),1-1 (50%),3-3 (50%),2-4 (33%),2026-09-21,Worse score margin vs common opponents
58,Wyatt Zeilstra,Grandville Calvin Christian,overall,4,14,3,332.01,59.0,18.52,40.07,40.07,7.18,111,111,25.69,25.69,3,1/4 (25%),7-0 (100%),4-0 (100%),0-3 (0%),2026-09-22,Worse score margin vs common opponents
59,Michael Halliday,Mount Pleasant,overall,4,7,1,310.45,56.0,17.72,34.77,34.77,5.68,102,102,23.57,23.57,4,1/2 (50%),2-0 (100%),3-0 (100%),1-1 (50%),2026-09-17,Lower TrueSkill rating
60,Gavin White,Holland West Ottawa,overall,4,8,3,303.78,55.1,12.18,29.5,29.5,5.77,115,115,22.65,22.65,1,0/3 (0%),4-0 (100%),1-2 (33%),0-1 (0%),2026-09-21,Lower TrueSkill rating
61,Grant Compston,Jenison,overall,4,8,8,298.76,54.4,11.41,27.72,27.72,5.43,113,113,25.28,25.28,2,2/8 (25%),5-3 (62%),1-2 (33%),1-3 (25%),2026-09-21,Lost head-to-head vs player above
62,Carter Iszler,Grand Ledge,overall,4,12,2,312.32,56.3,19.43,38.89,38.89,6.49,100,100,21.2,21.2,3,1/2 (50%),7-0 (100%),3-1 (75%),,2026-09-21,Lost head-to-head vs player above
63,Rohan Achuri,Grand Blanc,overall,4,7,3,286.53,52.6,15.15,35.62,35.62,6.82,98,98,23.39,23.39,2,0/2 (0%),4-0 (100%),2-0 (100%),0-3 (0%),2026-09-22,Lower TrueSkill rating
64,Jaxon Fuller,Three Rivers,overall,4,5,2,291.09,53.3,16.74,34.0,34.0,5.75,98,98,19.61,19.61,1,2/3 (67%),3-0 (100%),2-0 (100%),0-1 (0%),2026-09-22,Lower TrueSkill rating
65,Arnav Ranjan,Plymouth,overall,4,4,5,287.66,52.8,15.55,31.84,31.84,5.43,96,96,26.7,26.7,3,1/6 (17%),1-1 (50%),2-3 (40%),1-0 (100%),2026-09-17,Lower TrueSkill rating
66,Jake Bixby,Traverse City St Francis,overall,4,8,10,273.5,50.8,11.03,27.16,27.16,5.38,98,98,32.63,32.63,4,1/10 (10%),1-1 (50%),4-3 (57%),0-5 (0%),2026-09-17,Lower TrueSkill rating
67,Christopher Sappanos,Kalamazoo Hackett Catholic Prep,overall,4,11,2,263.52,49.4,11.64,30.81,30.81,6.39,97,97,19.46,19.46,1,1/2 (50%),7-0 (100%),1-1 (50%),0-1 (0%),2026-09-17,Lost head-to-head vs player above
68,Ben Entler,Lansing Catholic,overall,4,9,6,210.89,42.0,0.57,21.6,21.6,7.01,96,96,25.93,25.93,2,1/6 (17%),5-0 (100%),2-2 (50%),0-3 (0%),2026-09-18,Lost head-to-head vs player above
69,Ethan Larue,Mason,overall,4,10,6,279.18,51.6,14.69,31.25,31.25,5.52,95,95,25.33,25.33,2,0/6 (0%),5-0 (100%),4-1 (80%),0-3 (0%),2026-09-18,Worse score margin vs common opponents
70,Andrew Mitchell,Grand Rapids West Catholic,overall,4,8,10,233.6,45.2,4.57,22.8,22.8,6.08,98,98,29.44,29.44,0,0/10 (0%),4-0 (100%),1-2 (33%),0-7 (0%),2026-09-16,Lower TrueSkill rating
71,Milo McRivette,Grandville,overall,4,4,8,255.78,48.3,5.69,21.52,21.52,5.28,106,106,30.62,30.62,0,0/8 (0%),2-0 (100%),0-2 (0%),0-5 (0%),2026-09-21,Lower TrueSkill rating
72,Jack Dumas,Petoskey,overall,4,4,11,206.37,41.4,-1.0,16.52,16.52,5.84,98,98,30.69,30.69,0,0/11 (0%),2-1 (67%),1-2 (33%),0-6 (0%),2026-09-16,Lost head-to-head vs player above
73,Kyle Herder,Kalamazoo Christian,overall,4,10,4,242.55,46.5,7.66,26.51,26.51,6.28,96,96,24.35,24.35,0,0/4 (0%),4-0 (100%),1-1 (50%),0-3 (0%),2026-09-21,Worse score margin vs common opponents
74,Simon VanLiew,Holt,overall,4,6,10,244.55,46.7,7.94,26.83,26.83,6.3,95,95,29.59,29.59,0,0/10 (0%),3-1 (75%),1-1 (50%),0-6 (0%),2026-09-22,Worse score margin vs common opponents
75,Nick Padot,Dewitt,overall,4,5,10,201.0,40.6,-0.7,17.39,17.39,6.03,94,94,29.95,29.95,1,1/10 (10%),1-1 (50%),3-2 (60%),0-5 (0%),2026-09-18,Lost head-to-head vs player above
76,Jacob Ameling,Paw Paw,overall,4,8,14,237.81,45.8,7.5,24.8,24.8,5.77,93,93,25.55,25.55,1,0/12 (0%),4-3 (57%),1-1 (50%),0-6 (0%),2026-09-22,Lost head-to-head vs player above
77,Patrick Best,Jackson Lumen Christi,overall,4,16,12,238.72,45.9,10.26,26.71,26.71,5.48,85,85,25.68,25.68,3,1/12 (8%),10-1 (91%),4-4 (50%),0-7 (0%),2026-09-22,Lost head-to-head vs player above
78,Nathan Nikolov,West Bloomfield,overall,4,6,4,229.55,44.6,9.25,24.92,24.92,5.23,82,82,29.52,29.52,3,3/7 (43%),2-0 (100%),2-1 (67%),1-3 (25%),2026-09-15,Lower TrueSkill rating
79,Egor Duginov,Walled Lake Central,overall,4,6,1,250.4,47.6,15.14,32.75,32.75,5.87,79,79,24.27,24.27,3,1/2 (50%),2-0 (100%),2-1 (67%),1-0 (100%),2026-09-22,Lost head-to-head vs player above
80,Achilles Coutinho,Utica Eisenhower,overall,4,11,7,222.16,43.6,8.09,24.57,24.57,5.49,82,82,26.24,26.24,3,1/8 (12%),3-1 (75%),5-0 (100%),2-2 (50%),2026-09-16,Lower TrueSkill rating
81,Jagr Nestorovski,Utica,overall,4,8,2,270.98,50.5,20.43,38.26,38.26,5.94,77,77,23.55,23.55,2,0/2 (0%),2-0 (100%),4-1 (80%),1-0 (100%),2026-09-22,Lost head-to-head vs player above
82,Jameson Schmidt,Canton,overall,4,6,3,233.64,45.2,12.97,32.02,32.02,6.35,77,77,26.4,26.4,1,2/4 (50%),2-0 (100%),4-0 (100%),0-3 (0%),2026-09-17,Worse score margin vs common opponents
83,Ethan Winter,Macomb L'Anse Creuse North,overall,4,7,5,225.69,44.1,11.31,28.62,28.62,5.77,75,75,29.2,29.2,3,2/4 (50%),1-0 (100%),3-2 (60%),2-3 (40%),2026-09-22,Lost head-to-head vs player above
84,Frank Xia,Lake Orion,overall,4,6,0,232.41,45.0,20.28,40.57,40.57,6.76,59,59,19.78,19.78,2,1/1 (100%),3-0 (100%),2-0 (100%),1-0 (100%),2026-09-16,Worse score margin vs common opponents
85,Levi Youngman,Jackson Northwests,overall,4,11,1,184.98,38.4,16.76,35.36,35.36,6.2,45,45,22.22,22.22,0,0/1 (0%),7-0 (100%),1-0 (100%),0-1 (0%),2026-09-21,Lower TrueSkill rating
86,Victor Weir,New Baltimore Anchor Bay,overall,4,7,1,184.87,38.4,13.11,30.27,30.27,5.72,54,54,22.48,22.48,0,,3-0 (100%),3-1 (75%),,2026-09-22,Lower TrueSkill rating
87,Chris Shelton,Grosse Ile,overall,4,4,8,132.21,31.0,1.15,17.75,17.75,5.53,56,56,28.86,28.86,0,0/8 (0%),1-0 (100%),1-1 (50%),0-4 (0%),2026-09-12,Worse score margin vs common opponents
88,Beckett Baker,Port Huron Northern,overall,4,8,4,193.81,39.6,14.25,30.77,30.77,5.51,55,55,25.04,25.04,0,1/4 (25%),3-1 (75%),3-1 (75%),0-2 (0%),2026-09-21,Worse score margin vs common opponents
89,Paul Huynh,Grand Rapids Catholic Central,overall,4,3,1,151.17,33.6,9.76,27.66,27.66,5.97,43,43,29.59,29.59,1,,1-0 (100%),,1-1 (50%),2026-09-14,Lower TrueSkill rating
90,John Ross,Coopersville,overall,4,11,1,152.57,33.8,9.96,28.2,28.2,6.08,45,45,19.34,19.34,2,1/2 (50%),7-0 (100%),2-0 (100%),0-1 (0%),2026-09-21,Worse score margin vs common opponents
91,Finn Murphy,Essexville Garber,overall,4,8,1,191.67,39.3,18.2,35.93,35.93,5.91,42,42,24.16,24.16,3,1/2 (50%),2-0 (100%),2-1 (67%),1-0 (100%),2026-09-22,Worse score margin vs common opponents
92,Austin Blankertz,Romeo,overall,4,4,3,158.54,34.7,12.44,27.31,27.31,4.96,41,41,25.61,25.61,1,1/4 (25%),1-0 (100%),1-2 (33%),1-1 (50%),2026-09-18,Lower TrueSkill rating
93,Drew Edelstein,West Bloomfield FJA,overall,4,5,2,138.73,31.9,9.9,25.95,25.95,5.35,37,37,27.34,27.34,1,1/2 (50%),3-0 (100%),1-1 (50%),0-1 (0%),2026-09-17,Lower TrueSkill rating
94,Brady Petrimoulx,Bay City John Glenn,overall,4,7,3,180.8,37.8,18.06,36.05,36.05,6.0,36,36,27.83,27.83,3,2/5 (40%),4-0 (100%),3-0 (100%),0-3 (0%),2026-09-22,Worse score margin vs common opponents
95,Colin Miller,Dearborn Divine Child,overall,4,4,1,141.6,32.3,12.9,30.38,30.38,5.83,33,33,22.06,22.06,0,0/1 (0%),2-0 (100%),1-1 (50%),,2026-09-17,Lower TrueSkill rating
96,Owen Wiese,Dexter,overall,4,6,7,136.65,31.6,7.53,27.27,27.27,6.58,43,43,25.86,25.86,0,2/9 (22%),5-1 (83%),,0-5 (0%),2026-09-22,Worse score margin vs common opponents
97,Zach Layman,Edwardsburg,overall,4,6,2,145.14,32.8,10.14,25.84,25.84,5.24,41,41,21.75,21.75,1,1/2 (50%),4-1 (80%),1-0 (100%),0-1 (0%),2026-09-22,Lower TrueSkill rating
98,Bodie MacIntosh,St. Clair,overall,4,11,11,156.47,34.4,7.38,23.34,23.34,5.32,53,53,27.05,27.05,0,0/11 (0%),5-2 (71%),2-2 (50%),0-6 (0%),2026-09-21,Lower TrueSkill rating
99,Doug LaDue IV,East Kentwood,overall,4,6,5,130.0,30.7,3.53,21.23,21.23,5.9,48,48,26.55,26.55,2,0/5 (0%),2-1 (67%),2-1 (67%),0-3 (0%),2026-09-21,Lower TrueSkill rating
100,Dominic Porco,Williamston,overall,4,7,4,133.85,31.2,7.68,25.4,25.4,5.91,41,41,23.75,23.75,1,0/4 (0%),3-1 (75%),3-1 (75%),0-2 (0%),2026-09-16,Lost head-to-head vs player above
101,Andrew Hinkley,Big Rapids,overall,4,11,8,116.89,28.8,4.36,23.05,23.05,6.23,40,40,30.07,30.07,0,0/7 (0%),5-0 (100%),,0-8 (0%),2026-09-21,Lower TrueSkill rating
102,Caden Birts,Coldwater,overall,4,5,5,117.19,28.9,4.72,22.31,22.31,5.86,40,40,27.07,27.07,0,1/5 (20%),4-0 (100%),0-1 (0%),0-4 (0%),2026-09-14,Lower TrueSkill rating
103,Ganesh Nambu,Troy Athens,overall,4,3,8,120.25,29.3,4.12,21.46,21.46,5.78,41,41,32.26,32.26,1,0/8 (0%),,1-2 (33%),1-5 (17%),2026-09-16,Lower TrueSkill rating
104,Jackson Moul,Southgate Anderson,overall,4,9,7,145.31,32.8,14.47,29.42,29.42,4.98,29,29,26.78,26.78,1,0/6 (0%),3-1 (75%),4-1 (80%),0-5 (0%),2026-09-18,Lost head-to-head vs player above
105,Veehan Chokshi,Saginaw Heritage,overall,4,6,3,116.25,28.7,9.62,28.87,28.87,6.42,28,28,21.13,21.13,1,2/5 (40%),5-0 (100%),1-0 (100%),0-2 (0%),2026-09-17,Lower TrueSkill rating
106,Mason Morgan,Clio,overall,4,16,0,153.24,33.9,17.57,41.1,41.1,7.84,27,27,16.59,16.59,2,4/4 (100%),9-0 (100%),3-0 (100%),,2026-09-22,Worse score margin vs common opponents
107,Ben Keasler,Comstock Park,overall,4,8,4,118.47,29.1,11.18,29.16,29.16,5.99,26,26,21.01,21.01,0,0/4 (0%),6-1 (86%),0-2 (0%),0-1 (0%),2026-09-22,Lower TrueSkill rating
108,Emmett Nunamaker,Midland,overall,4,3,3,105.4,27.2,8.4,26.21,26.21,5.94,26,26,22.69,22.69,0,0/3 (0%),2-0 (100%),0-1 (0%),0-1 (0%),2026-09-22,Lower TrueSkill rating
109,Lucas Nichols,Richland Gull Lake,overall,4,6,6,76.22,23.1,-1.43,16.76,16.76,6.06,35,35,26.68,26.68,0,1/7 (14%),3-2 (60%),1-2 (33%),0-2 (0%),2026-09-16,Lower TrueSkill rating
110,Levi Kaynor,Zeeland West,overall,4,2,7,112.18,28.2,6.12,25.74,25.74,6.54,32,32,35.13,35.13,0,0/7 (0%),2-0 (100%),,0-7 (0%),2026-09-21,Worse score margin vs common opponents
111,Tony Fernandez,Trenton,overall,4,4,2,98.61,26.3,7.77,24.97,24.97,5.73,25,25,19.41,19.41,0,1/3 (33%),3-0 (100%),1-0 (100%),0-2 (0%),2026-09-22,Lower TrueSkill rating
112,Nolan Hoover,Gibraltar Carlson,overall,4,10,5,95.58,25.8,7.04,24.98,24.98,5.98,24,24,21.61,21.61,1,0/4 (0%),5-0 (100%),1-3 (25%),0-2 (0%),2026-09-17,Lost head-to-head vs player above
113,joey mcfarland,Bay City Western,overall,4,8,5,78.01,23.4,3.27,19.53,19.53,5.42,25,25,20.19,20.19,1,1/6 (17%),5-0 (100%),1-5 (17%),,2026-09-12,Lower TrueSkill rating
114,Nick Ivanov,Clinton Township Chippewa Valley,overall,4,6,7,105.19,27.2,8.46,24.34,24.34,5.29,25,25,25.66,25.66,0,0/6 (0%),2-0 (100%),1-3 (25%),0-3 (0%),2026-09-21,Worse score margin vs common opponents
115,Asher Ndenga,Mattawan,overall,4,3,13,80.51,23.7,1.97,17.83,17.83,5.29,28,28,29.3,29.3,0,0/13 (0%),1-2 (33%),0-7 (0%),0-4 (0%),2026-09-22,Lower TrueSkill rating
116,Desmond Brownell,Kalamazoo Loy Norrix,overall,4,7,11,85.74,24.5,3.72,19.17,19.17,5.15,27,27,23.24,23.24,1,1/9 (11%),3-3 (50%),1-5 (17%),0-1 (0%),2026-09-21,Lost head-to-head vs player above
117,Jeremiah Becraft,Niles,overall,4,10,8,99.28,26.4,2.94,18.66,18.66,5.24,36,36,22.06,22.06,1,1/8 (12%),4-2 (67%),1-3 (25%),0-2 (0%),2026-09-21,Fewer wins vs common opponents
118,Griffin Schiedel,Vicksburg,overall,4,2,10,44.59,18.7,-4.44,13.57,13.57,6.0,26,26,29.59,29.59,0,1/9 (11%),1-2 (33%),1-2 (33%),0-6 (0%),2026-09-21,Lost head-to-head vs player above
119,Sawyer Macomber,Parma Western,overall,4,3,7,95.26,25.8,6.73,23.47,23.47,5.58,24,24,27.12,27.12,0,0/6 (0%),3-1 (75%),0-2 (0%),0-4 (0%),2026-09-21,Lost head-to-head vs player above
120,Mitchel Fortier,Lake Odessa Lakewood,overall,4,6,1,112.2,28.2,11.5,31.5,31.5,6.67,23,23,17.23,17.23,0,0/1 (0%),6-0 (100%),,0-1 (0%),2026-09-22,Worse score margin vs common opponents
121,Jordan Nugyen,Livonia Stevenson,overall,4,7,5,85.34,24.4,6.87,27.49,27.49,6.87,20,20,21.83,21.83,0,1/4 (25%),4-0 (100%),2-1 (67%),0-3 (0%),2026-09-22,Lower TrueSkill rating
122,Pierce Wilson,Davison,overall,4,5,4,96.98,26.0,8.27,26.75,26.75,6.16,22,22,20.15,20.15,1,2/4 (50%),4-1 (80%),1-0 (100%),0-2 (0%),2026-09-10,Lower TrueSkill rating
123,Artur Kurtaj,Utica Ford,overall,4,6,10,91.1,25.2,6.47,21.61,21.61,5.05,23,23,25.48,25.48,0,0/9 (0%),4-1 (80%),0-5 (0%),0-3 (0%),2026-09-18,Lower TrueSkill rating
124,Carsen Cooper,Almont,overall,4,10,1,128.91,30.5,15.51,34.91,34.91,6.47,20,20,19.51,19.51,1,2/3 (67%),4-0 (100%),1-1 (50%),1-0 (100%),2026-09-22,Worse score margin vs common opponents
125,Deacon Morgan,Allegan,overall,4,15,15,66.59,21.8,1.54,21.21,21.21,6.56,22,22,26.65,26.65,1,3/17 (18%),7-1 (88%),3-7 (30%),0-7 (0%),2026-09-21,Lower TrueSkill rating
126,Saahith Kona,Stevensville Lakeshore,overall,4,2,2,73.03,22.7,2.3,20.34,20.34,6.01,25,25,22.95,22.95,0,1/3 (33%),1-0 (100%),0-2 (0%),,2026-09-14,Lower TrueSkill rating
127,Landon Voelker,Kalamazoo Central,overall,4,7,7,82.06,23.9,4.78,20.86,20.86,5.36,24,24,20.22,20.22,0,2/8 (25%),3-4 (43%),1-3 (25%),,2026-09-15,Lost head-to-head vs player above
128,Griffin D'Aigle,Lake Fenton,overall,4,7,4,97.95,26.2,8.41,23.53,23.53,5.04,21,21,24.69,24.69,1,0/3 (0%),4-1 (80%),1-1 (50%),0-2 (0%),2026-09-21,Lost head-to-head vs player above
